shipment_id,order_id,ship_date,ship_mode,shipping_cost
2485,2485,2025-02-18,Standard,17.18
2486,2486,2024-07-21,Second Class,34.28
2487,2487,2025-09-15,Second Class,47.52
2488,2488,2026-05-29,First Class,22.84
2489,2489,2024-09-11,First Class,21.47
2490,2490,2025-04-25,Second Class,7.88
2491,2491,2025-12-09,Second Class,15.32
2492,2492,2024-06-23,Standard,6.89
2493,2493,2024-12-16,Standard,49.19
2494,2494,2025-12-03,Standard,31.8
2495,2495,2024-11-26,Same Day,22.13
2496,2496,2025-01-13,Same Day,14.19
2497,2497,2025-07-24,Same Day,24.76
2498,2498,2025-02-02,First Class,7.42
2499,2499,2025-03-15,Standard,14.98
2500,2500,2026-03-04,First Class,17.79
2501,2501,2025-04-02,Second Class,17.96
2502,2502,2024-09-01,Standard,8.58
2503,2503,2025-12-23,First Class,28.14
2504,2504,2024-07-11,Second Class,6.68
2505,2505,2026-03-01,Second Class,18.29
2506,2506,2026-05-09,Standard,27.12
2507,2507,2025-08-09,Second Class,31.11
2508,2508,2025-05-14,First Class,48.86
2509,2509,2024-12-20,Standard,7.23
2510,2510,2025-07-15,Second Class,22.73
2511,2511,2024-06-22,Standard,5.99
2512,2512,2025-06-28,Same Day,41.01
2513,2513,2025-08-03,Same Day,49.39
2514,2514,2025-07-13,First Class,48.67
2515,2515,2026-04-27,Second Class,5.9
2516,2516,2024-07-29,Second Class,22.69
2517,2517,2024-08-07,First Class,24.4
2518,2518,2026-03-09,Standard,28.44
2519,2519,2026-01-15,Standard,15.96
2520,2520,2024-06-18,Standard,32.19
2521,2521,2026-01-03,First Class,9.54
2522,2522,2024-06-04,Second Class,29.37
2523,2523,2026-02-10,Standard,7.03
2524,2524,2026-02-14,Standard,32.77
2525,2525,2025-07-15,Second Class,11.36
2526,2526,2024-09-24,Same Day,19.89
2527,2527,2024-08-18,Standard,23.95
2528,2528,2025-10-14,Second Class,21.5
2529,2529,2025-03-11,Second Class,19.02
2530,2530,2026-01-28,Same Day,7.33
2531,2531,2025-09-16,Standard,32.82
2532,2532,2025-07-19,First Class,39.36
2533,2533,2025-08-21,Standard,44.47
2534,2534,2026-03-16,Same Day,12.64
2535,2535,2025-07-27,Standard,27.47
2536,2536,2024-07-31,Standard,8.45
2537,2537,2025-07-11,Standard,39.38
2538,2538,2024-10-28,Standard,38.56
2539,2539,2024-08-07,Same Day,36.18
2540,2540,2024-10-07,Second Class,18.89
2541,2541,2024-08-12,First Class,5.97
2542,2542,2026-04-25,First Class,33.65
2543,2543,2026-04-01,Same Day,47.22
2544,2544,2025-12-06,Same Day,33.66
2545,2545,2026-01-22,Same Day,24.86
2546,2546,2025-01-15,Same Day,16.97
2547,2547,2026-02-22,Standard,30.57
2548,2548,2025-06-16,Same Day,46.64
2549,2549,2024-11-12,First Class,27.25
2550,2550,2024-12-15,Second Class,8.03
2551,2551,2024-12-14,Same Day,8.51
2552,2552,2025-08-26,Standard,22.45
2553,2553,2025-06-05,Second Class,46.13
2554,2554,2024-10-15,First Class,36.26
2555,2555,2025-09-14,Second Class,17.39
2556,2556,2025-09-10,Same Day,14.92
2557,2557,2025-04-15,First Class,49.27
2558,2558,2024-06-20,Same Day,6.05
2559,2559,2025-02-18,Standard,43.0
2560,2560,2025-09-03,First Class,24.93
2561,2561,2025-05-07,Second Class,15.08
2562,2562,2025-10-17,Standard,15.31
2563,2563,2024-10-11,Same Day,13.56
2564,2564,2024-07-01,Same Day,27.27
2565,2565,2024-08-16,First Class,24.9
2566,2566,2025-02-25,Second Class,11.02
2567,2567,2025-04-19,Standard,5.21
2568,2568,2025-06-14,First Class,7.68
2569,2569,2025-09-28,First Class,10.92
2570,2570,2026-01-18,Standard,28.29
2571,2571,2025-10-27,Standard,25.85
2572,2572,2025-09-21,Standard,43.34
2573,2573,2025-10-22,Standard,35.93
2574,2574,2025-10-18,First Class,44.03
2575,2575,2025-07-11,Second Class,10.54
2576,2576,2025-06-22,Same Day,26.55
2577,2577,2025-08-15,First Class,40.21
2578,2578,2025-03-01,Same Day,30.93
2579,2579,2026-03-06,Same Day,15.26
2580,2580,2025-07-17,First Class,21.14
2581,2581,2025-10-03,First Class,13.3
2582,2582,2025-10-27,Same Day,41.2
2583,2583,2026-01-10,First Class,23.96
2584,2584,2025-04-13,Second Class,14.36
2585,2585,2025-11-18,First Class,44.49
2586,2586,2025-10-09,Same Day,39.19
2587,2587,2024-07-12,Same Day,39.39
2588,2588,2024-10-06,First Class,5.07
2589,2589,2026-03-05,Same Day,33.44
2590,2590,2026-05-30,Same Day,7.19
2591,2591,2026-02-06,Second Class,38.39
2592,2592,2025-03-30,First Class,22.45
2593,2593,2025-05-14,Same Day,31.04
2594,2594,2025-10-06,Same Day,18.23
2595,2595,2026-04-10,Second Class,16.58
2596,2596,2024-09-18,Second Class,13.52
2597,2597,2024-11-26,Second Class,49.74
2598,2598,2026-02-04,Standard,25.67
2599,2599,2026-05-14,First Class,36.78
2600,2600,2024-11-12,Second Class,45.1
2601,2601,2026-01-02,Standard,12.32
2602,2602,2024-08-23,First Class,28.31
2603,2603,2024-08-05,Second Class,35.25
2604,2604,2025-10-28,Same Day,8.4
2605,2605,2025-04-04,First Class,22.78
2606,2606,2025-05-13,First Class,48.79
2607,2607,2024-10-26,Standard,46.94
2608,2608,2025-11-02,Standard,6.92
2609,2609,2025-03-01,Second Class,43.83
2610,2610,2024-11-10,Second Class,16.92
2611,2611,2025-01-11,Second Class,24.77
2612,2612,2026-02-14,Second Class,15.89
2613,2613,2024-07-04,Standard,32.62
2614,2614,2024-07-03,Second Class,26.66
2615,2615,2025-07-15,Same Day,13.8
2616,2616,2025-01-01,Standard,49.79
2617,2617,2025-06-14,Second Class,37.59
2618,2618,2025-02-15,Same Day,10.74
2619,2619,2024-07-11,First Class,30.44
2620,2620,2024-06-15,Same Day,31.25
2621,2621,2024-07-03,First Class,29.99
2622,2622,2026-04-23,First Class,5.1
2623,2623,2025-12-31,Standard,21.99
2624,2624,2025-11-25,Standard,44.34
2625,2625,2024-11-20,Standard,29.49
2626,2626,2024-08-29,First Class,10.03
2627,2627,2025-06-18,Same Day,44.84
2628,2628,2025-09-13,Same Day,38.85
2629,2629,2025-05-19,Same Day,41.2
2630,2630,2025-05-04,Same Day,12.75
2631,2631,2024-11-15,Second Class,47.83
2632,2632,2025-02-09,Same Day,31.61
2633,2633,2025-04-28,Second Class,38.4
2634,2634,2026-01-17,Second Class,38.22
2635,2635,2025-10-24,Same Day,28.91
2636,2636,2026-04-13,Same Day,17.07
2637,2637,2024-06-01,Standard,20.86
2638,2638,2026-03-26,Second Class,9.76
2639,2639,2024-09-26,Same Day,44.17
2640,2640,2024-06-08,First Class,32.07
2641,2641,2025-12-30,Standard,20.59
2642,2642,2024-07-17,First Class,27.48
2643,2643,2025-06-16,First Class,20.1
2644,2644,2024-10-30,Standard,39.5
2645,2645,2026-03-03,Same Day,46.8
2646,2646,2025-01-11,Same Day,43.92
2647,2647,2024-08-11,Same Day,31.11
2648,2648,2024-07-14,First Class,6.9
2649,2649,2025-09-11,Standard,28.4
2650,2650,2025-10-20,Second Class,27.31
2651,2651,2025-04-23,Second Class,46.8
2652,2652,2026-04-16,First Class,19.79
2653,2653,2026-01-02,Same Day,35.86
2654,2654,2025-10-27,Standard,21.92
2655,2655,2024-07-05,First Class,42.51
2656,2656,2024-07-14,First Class,33.61
2657,2657,2025-02-03,First Class,19.33
2658,2658,2024-06-26,Second Class,16.09
2659,2659,2024-11-12,Standard,36.48
2660,2660,2024-06-20,Same Day,33.31
2661,2661,2026-04-02,Second Class,15.71
2662,2662,2024-11-07,First Class,10.9
2663,2663,2025-12-05,Second Class,28.89
2664,2664,2026-04-14,Second Class,8.45
2665,2665,2025-09-25,Standard,45.35
2666,2666,2025-02-03,Same Day,47.74
2667,2667,2024-12-28,Second Class,22.01
2668,2668,2025-06-10,First Class,34.24
2669,2669,2025-04-12,Standard,22.29
2670,2670,2025-10-11,Standard,7.16
2671,2671,2025-04-26,Standard,15.22
2672,2672,2025-07-21,First Class,34.7
2673,2673,2024-08-09,Standard,11.91
2674,2674,2026-03-15,Standard,39.12
2675,2675,2024-10-13,First Class,22.84
2676,2676,2026-01-11,Same Day,6.77
2677,2677,2026-01-01,Standard,10.45
2678,2678,2025-02-09,Same Day,33.62
2679,2679,2024-12-08,Second Class,19.83
2680,2680,2026-05-01,First Class,22.21
2681,2681,2024-11-10,Standard,5.25
2682,2682,2025-08-27,Second Class,11.02
2683,2683,2024-11-27,Second Class,15.93
2684,2684,2026-02-03,First Class,19.33
2685,2685,2024-08-18,Standard,5.28
2686,2686,2025-03-15,Same Day,18.39
2687,2687,2026-02-06,Second Class,20.06
2688,2688,2024-09-28,Standard,9.26
2689,2689,2024-06-19,First Class,9.57
2690,2690,2025-10-17,Same Day,29.65
2691,2691,2026-01-25,First Class,15.0
2692,2692,2025-08-29,Standard,42.86
2693,2693,2025-05-26,Same Day,13.46
2694,2694,2025-12-08,Second Class,14.85
2695,2695,2026-02-20,First Class,46.09
2696,2696,2025-05-27,Same Day,26.16
2697,2697,2026-02-14,Second Class,14.73
2698,2698,2026-03-18,Standard,46.33
2699,2699,2026-05-24,Standard,24.92
2700,2700,2024-08-30,Second Class,46.22
2701,2701,2026-04-22,Standard,31.68
2702,2702,2025-06-11,Same Day,48.2
2703,2703,2026-05-23,Standard,44.08
2704,2704,2025-09-14,Standard,26.31
2705,2705,2024-08-06,Same Day,36.38
2706,2706,2026-01-06,First Class,43.0
2707,2707,2024-05-31,First Class,19.42
2708,2708,2025-05-31,First Class,34.89
2709,2709,2025-05-24,First Class,44.62
2710,2710,2025-04-21,Second Class,39.42
2711,2711,2024-09-03,Standard,43.85
2712,2712,2025-07-08,Second Class,35.43
2713,2713,2025-05-20,Second Class,48.46
2714,2714,2025-06-18,Standard,46.84
2715,2715,2025-07-23,Standard,34.34
2716,2716,2025-10-21,Second Class,11.27
2717,2717,2025-11-21,Standard,8.11
2718,2718,2025-04-27,Standard,9.07
2719,2719,2025-02-28,Same Day,41.97
2720,2720,2026-04-08,First Class,19.9
2721,2721,2024-08-07,First Class,40.45
2722,2722,2026-01-26,Same Day,41.35
2723,2723,2025-09-24,First Class,11.08
2724,2724,2025-09-24,Standard,35.37
2725,2725,2025-11-15,Second Class,31.12
2726,2726,2024-09-15,Second Class,6.25
2727,2727,2025-08-28,First Class,26.7
2728,2728,2024-09-12,Standard,27.23
2729,2729,2026-05-27,First Class,39.46
2730,2730,2025-06-20,Same Day,36.99
2731,2731,2024-07-07,Second Class,26.44
2732,2732,2024-07-11,Standard,13.09
2733,2733,2024-08-10,Same Day,24.59
2734,2734,2026-04-25,Same Day,28.17
2735,2735,2024-07-11,Same Day,39.32
2736,2736,2024-12-18,First Class,47.96
2737,2737,2026-03-27,Standard,35.11
2738,2738,2025-05-30,Standard,30.97
2739,2739,2024-07-13,Second Class,45.35
2740,2740,2025-01-29,Same Day,12.16
2741,2741,2025-07-19,Second Class,11.95
2742,2742,2025-06-29,Second Class,16.64
2743,2743,2025-11-03,Same Day,47.28
2744,2744,2025-08-08,Same Day,15.38
2745,2745,2024-10-08,Same Day,9.21
2746,2746,2026-05-05,Second Class,6.74
2747,2747,2025-11-07,Same Day,19.15
2748,2748,2025-01-28,Standard,44.72
2749,2749,2025-03-12,First Class,10.9
2750,2750,2026-02-07,Standard,10.81
2751,2751,2024-10-09,Same Day,27.94
2752,2752,2024-10-16,Second Class,18.03
2753,2753,2025-09-12,Same Day,25.66
2754,2754,2025-01-26,Standard,29.73
2755,2755,2024-12-31,Second Class,35.25
2756,2756,2024-12-08,Same Day,37.57
2757,2757,2025-12-24,Same Day,42.29
2758,2758,2025-04-29,Same Day,36.79
2759,2759,2025-06-02,Same Day,7.11
2760,2760,2025-02-03,First Class,41.39
2761,2761,2025-04-07,Standard,39.46
2762,2762,2026-04-25,Standard,46.36
2763,2763,2025-07-03,Second Class,31.72
2764,2764,2026-05-21,Same Day,6.32
2765,2765,2024-12-29,Standard,30.01
2766,2766,2025-03-14,Same Day,29.04
2767,2767,2026-01-16,Same Day,19.62
2768,2768,2026-04-02,Same Day,23.64
2769,2769,2026-05-04,Same Day,25.66
2770,2770,2025-02-08,Standard,40.58
2771,2771,2025-09-11,First Class,10.3
2772,2772,2024-09-14,First Class,6.72
2773,2773,2025-09-22,First Class,8.86
2774,2774,2024-06-18,Same Day,32.67
2775,2775,2025-08-11,Standard,24.98
2776,2776,2025-10-17,First Class,35.45
2777,2777,2026-02-06,Second Class,17.45
2778,2778,2024-12-08,Standard,6.81
2779,2779,2026-01-16,Same Day,6.4
2780,2780,2025-02-17,Second Class,22.75
2781,2781,2025-07-03,Same Day,27.58
2782,2782,2025-12-21,First Class,17.44
2783,2783,2024-07-02,First Class,6.29
2784,2784,2025-09-06,First Class,47.17
2785,2785,2025-11-14,First Class,31.45
2786,2786,2025-11-24,Second Class,46.09
2787,2787,2026-03-31,First Class,37.04
2788,2788,2024-11-24,Second Class,8.05
2789,2789,2025-07-14,Second Class,38.23
2790,2790,2025-11-11,Second Class,32.18
2791,2791,2025-04-23,First Class,5.94
2792,2792,2026-03-14,Standard,16.9
2793,2793,2025-11-06,Standard,23.13
2794,2794,2026-01-06,Same Day,27.15
2795,2795,2024-12-18,Same Day,43.53
2796,2796,2024-08-01,Standard,32.22
2797,2797,2025-12-18,Second Class,32.41
2798,2798,2026-01-21,Standard,18.76
2799,2799,2025-02-15,Same Day,20.73
2800,2800,2024-11-26,Same Day,22.26
2801,2801,2026-03-15,First Class,22.33
2802,2802,2025-07-21,Standard,16.04
2803,2803,2024-09-23,Same Day,25.37
2804,2804,2025-10-22,First Class,5.12
2805,2805,2024-07-30,Standard,32.26
2806,2806,2025-01-12,Standard,38.67
2807,2807,2024-08-01,First Class,31.83
2808,2808,2024-07-12,Second Class,29.2
2809,2809,2025-06-01,Same Day,40.37
2810,2810,2024-09-03,Standard,15.34
2811,2811,2025-03-23,Standard,47.62
2812,2812,2025-01-09,Same Day,34.7
2813,2813,2026-04-27,First Class,19.21
2814,2814,2025-04-22,Second Class,26.15
2815,2815,2024-07-04,Standard,19.17
2816,2816,2025-02-01,First Class,29.13
2817,2817,2026-03-13,First Class,24.37
2818,2818,2025-07-27,Same Day,43.08
2819,2819,2025-12-03,Standard,47.99
2820,2820,2026-05-31,Same Day,44.84
2821,2821,2024-06-17,Same Day,35.64
2822,2822,2025-06-09,First Class,25.79
2823,2823,2026-05-03,Standard,20.9
2824,2824,2025-12-26,First Class,29.04
2825,2825,2026-03-16,Standard,34.62
2826,2826,2025-10-07,Second Class,24.83
2827,2827,2025-12-27,Standard,23.15
2828,2828,2026-04-11,First Class,41.89
2829,2829,2024-12-01,Second Class,46.08
2830,2830,2026-02-14,Second Class,41.64
2831,2831,2026-05-21,Second Class,8.56
2832,2832,2025-07-09,First Class,32.2
2833,2833,2025-11-27,Second Class,23.07
2834,2834,2024-06-11,Standard,20.7
2835,2835,2026-05-09,Second Class,34.34
2836,2836,2025-06-17,Second Class,47.41
2837,2837,2025-02-05,Standard,13.58
2838,2838,2026-01-11,First Class,33.08
2839,2839,2025-11-06,Same Day,26.79
2840,2840,2025-03-29,Same Day,28.4
2841,2841,2025-10-24,Same Day,17.28
2842,2842,2026-04-16,Second Class,29.06
2843,2843,2025-08-02,Same Day,7.96
2844,2844,2026-03-28,Same Day,44.58
2845,2845,2025-03-18,Same Day,19.72
2846,2846,2026-01-10,Same Day,34.2
2847,2847,2025-11-22,Second Class,30.77
2848,2848,2025-11-09,Same Day,44.35
2849,2849,2026-04-01,First Class,7.65
2850,2850,2025-09-03,Standard,43.31
2851,2851,2024-08-21,Same Day,39.72
2852,2852,2025-08-28,First Class,15.59
2853,2853,2025-12-21,Standard,44.19
2854,2854,2025-01-07,Second Class,6.06
2855,2855,2026-03-14,Standard,17.28
2856,2856,2024-08-11,First Class,19.81
2857,2857,2024-06-18,Standard,6.27
2858,2858,2025-05-06,First Class,35.48
2859,2859,2025-06-19,First Class,48.5
2860,2860,2025-11-22,Standard,13.92
2861,2861,2024-07-17,Second Class,19.0
2862,2862,2024-07-12,Same Day,35.86
2863,2863,2025-03-29,Second Class,42.55
2864,2864,2025-01-11,Same Day,24.26
2865,2865,2024-06-11,First Class,39.6
2866,2866,2024-09-30,First Class,28.72
2867,2867,2024-10-28,Standard,18.46
2868,2868,2025-09-17,Standard,15.17
2869,2869,2025-11-12,Same Day,46.96
2870,2870,2024-10-30,Standard,36.0
2871,2871,2025-07-15,First Class,44.02
2872,2872,2025-08-24,First Class,33.38
2873,2873,2025-11-15,Second Class,26.99
2874,2874,2025-05-27,Standard,22.89
2875,2875,2025-10-25,Standard,37.04
2876,2876,2024-06-16,First Class,45.99
2877,2877,2025-02-18,Same Day,7.34
2878,2878,2026-02-18,First Class,28.05
2879,2879,2024-06-23,Second Class,48.97
2880,2880,2025-01-16,Second Class,10.3
2881,2881,2025-07-22,First Class,21.06
2882,2882,2025-03-08,Standard,7.55
2883,2883,2025-11-01,First Class,10.62
2884,2884,2026-01-09,First Class,34.83
2885,2885,2025-02-24,Standard,17.04
2886,2886,2026-05-16,Second Class,29.57
2887,2887,2025-09-18,First Class,43.79
2888,2888,2025-07-07,First Class,30.37
2889,2889,2025-04-27,Second Class,15.6
2890,2890,2024-06-12,Standard,11.02
2891,2891,2024-09-28,Second Class,39.41
2892,2892,2026-03-29,Same Day,13.26
2893,2893,2024-12-03,Standard,34.23
2894,2894,2026-05-24,Standard,22.65
2895,2895,2026-01-16,Same Day,35.49
2896,2896,2024-06-22,First Class,28.95
2897,2897,2025-11-21,Same Day,20.68
2898,2898,2025-08-15,Same Day,33.74
2899,2899,2026-04-06,Second Class,34.41
2900,2900,2026-03-22,Second Class,36.63
2901,2901,2025-05-24,Standard,40.45
2902,2902,2025-04-21,Standard,33.84
2903,2903,2025-07-16,Second Class,30.69
2904,2904,2025-07-25,Second Class,25.9
2905,2905,2024-12-06,Same Day,47.21
2906,2906,2024-09-03,Standard,21.48
2907,2907,2025-10-03,Standard,9.63
2908,2908,2025-01-09,First Class,10.73
2909,2909,2025-05-25,Second Class,30.81
2910,2910,2025-09-17,First Class,37.29
2911,2911,2025-08-04,Standard,17.9
2912,2912,2024-09-30,Standard,33.43
2913,2913,2024-08-04,Same Day,26.16
2914,2914,2025-05-26,Same Day,42.44
2915,2915,2025-11-04,Second Class,45.86
2916,2916,2026-05-18,Standard,12.47
2917,2917,2025-11-14,Same Day,21.65
2918,2918,2026-03-01,Same Day,43.2
2919,2919,2024-11-30,Standard,34.3
2920,2920,2025-03-11,Second Class,49.74
2921,2921,2026-02-03,Standard,32.33
2922,2922,2025-01-05,First Class,34.0
2923,2923,2025-03-16,Second Class,42.89
2924,2924,2026-02-27,Standard,36.2
2925,2925,2025-04-01,First Class,30.1
2926,2926,2025-08-21,Same Day,35.51
2927,2927,2026-05-10,First Class,33.38
2928,2928,2025-08-05,Second Class,42.24
2929,2929,2025-05-21,Standard,17.87
2930,2930,2024-10-26,Same Day,28.17
2931,2931,2025-07-01,Second Class,10.42
2932,2932,2024-12-05,Second Class,28.87
2933,2933,2025-05-14,Second Class,35.79
2934,2934,2026-04-11,First Class,48.65
2935,2935,2024-09-15,First Class,36.69
2936,2936,2025-06-20,Same Day,42.58
2937,2937,2025-01-11,Second Class,30.51
2938,2938,2025-02-19,Second Class,15.09
2939,2939,2026-03-18,Standard,20.6
2940,2940,2024-08-13,First Class,11.31
2941,2941,2025-06-29,Same Day,48.47
2942,2942,2025-11-13,Same Day,26.49
2943,2943,2025-09-15,Same Day,40.51
2944,2944,2024-07-06,Second Class,25.87
2945,2945,2025-08-28,Second Class,30.09
2946,2946,2025-08-29,Standard,44.1
2947,2947,2025-07-06,Same Day,30.02
2948,2948,2025-02-03,Second Class,6.87
2949,2949,2024-12-15,Same Day,14.53
2950,2950,2024-07-05,Standard,49.39
2951,2951,2024-07-18,Same Day,20.73
2952,2952,2024-09-03,First Class,7.92
2953,2953,2025-04-03,First Class,21.48
2954,2954,2026-03-01,First Class,35.31
2955,2955,2025-04-07,Same Day,29.87
2956,2956,2024-06-28,Standard,31.92
2957,2957,2026-04-21,Same Day,33.54
2958,2958,2025-11-16,Standard,49.95
2959,2959,2024-06-02,Same Day,48.22
2960,2960,2025-04-13,Same Day,39.73
2961,2961,2025-07-23,Same Day,43.47
2962,2962,2026-04-21,First Class,26.84
2963,2963,2025-12-07,Standard,36.52
2964,2964,2024-09-08,Second Class,35.37
2965,2965,2026-03-12,Same Day,19.46
2966,2966,2024-10-07,Same Day,47.23
2967,2967,2025-11-11,Standard,30.63
2968,2968,2024-07-29,Same Day,5.79
2969,2969,2025-07-08,First Class,37.01
2970,2970,2025-12-12,Second Class,7.66
2971,2971,2026-03-12,Second Class,28.97
2972,2972,2025-04-15,Standard,45.61
2973,2973,2024-11-12,Second Class,41.24
2974,2974,2025-01-23,Same Day,12.69
2975,2975,2025-04-04,Standard,19.34
2976,2976,2024-12-28,Same Day,21.09
2977,2977,2024-06-29,First Class,22.08
2978,2978,2025-05-08,Standard,32.18
2979,2979,2026-03-15,First Class,14.46
2980,2980,2024-11-27,First Class,19.72
2981,2981,2026-01-31,Standard,43.47
2982,2982,2025-05-24,Same Day,49.21
2983,2983,2026-05-04,Second Class,49.24
2984,2984,2024-07-01,Same Day,36.3
2985,2985,2026-05-05,Standard,34.8
2986,2986,2025-03-08,First Class,17.74
2987,2987,2024-09-04,Same Day,35.1
2988,2988,2024-09-10,Standard,9.18
2989,2989,2025-06-20,First Class,36.97
2990,2990,2025-06-11,Same Day,47.73
2991,2991,2025-03-10,First Class,44.23
2992,2992,2025-07-10,Standard,35.3
2993,2993,2024-09-16,First Class,49.92
2994,2994,2025-02-08,Standard,27.92
2995,2995,2025-12-27,Second Class,33.26
2996,2996,2024-07-30,First Class,32.35
2997,2997,2025-03-09,First Class,22.7
2998,2998,2025-12-30,Same Day,30.69
2999,2999,2024-08-16,First Class,36.56
3000,3000,2025-06-23,Standard,11.22
3001,3001,2024-12-28,Standard,33.21
3002,3002,2025-03-26,Standard,22.24
3003,3003,2025-01-31,Same Day,41.74
3004,3004,2026-04-15,Same Day,41.68
3005,3005,2026-04-16,Same Day,15.65
3006,3006,2025-04-15,First Class,28.18
3007,3007,2024-11-10,Standard,17.8
3008,3008,2025-07-27,Standard,9.6
3009,3009,2025-01-01,Standard,7.88
3010,3010,2025-06-06,Same Day,24.94
3011,3011,2026-02-15,Second Class,16.73
3012,3012,2025-09-28,First Class,16.55
3013,3013,2025-08-15,Second Class,42.05
3014,3014,2025-11-03,First Class,33.64
3015,3015,2025-06-18,Same Day,16.55
3016,3016,2025-08-09,Second Class,12.29
3017,3017,2025-06-06,Standard,34.1
3018,3018,2024-06-03,Standard,39.67
3019,3019,2026-04-14,Same Day,44.75
3020,3020,2026-05-27,Same Day,42.75
3021,3021,2024-07-09,Second Class,27.65
3022,3022,2026-02-25,First Class,35.22
3023,3023,2025-09-26,Same Day,12.41
3024,3024,2025-03-07,Second Class,17.4
3025,3025,2024-08-15,Second Class,30.17
3026,3026,2026-01-12,Second Class,23.5
3027,3027,2025-11-21,Standard,45.45
3028,3028,2025-02-08,First Class,14.26
3029,3029,2026-04-21,Second Class,6.04
3030,3030,2025-12-05,Standard,40.7
3031,3031,2025-12-08,Same Day,22.41
3032,3032,2026-03-22,First Class,12.55
3033,3033,2026-03-07,Standard,42.31
3034,3034,2026-02-01,Standard,49.26
3035,3035,2024-07-24,Same Day,36.25
3036,3036,2025-11-22,Standard,20.28
3037,3037,2026-02-11,Standard,22.49
3038,3038,2025-04-29,Standard,36.63
3039,3039,2025-12-29,Same Day,31.24
3040,3040,2024-06-20,Second Class,31.15
3041,3041,2026-05-03,Second Class,46.7
3042,3042,2026-04-21,Same Day,34.06
3043,3043,2024-11-18,First Class,21.9
3044,3044,2025-11-04,Same Day,49.36
3045,3045,2025-01-15,First Class,22.37
3046,3046,2025-03-13,Second Class,18.16
3047,3047,2025-06-14,First Class,26.12
3048,3048,2026-04-10,Standard,9.11
3049,3049,2025-03-29,First Class,22.62
3050,3050,2025-05-19,First Class,43.34
3051,3051,2025-06-29,Standard,10.08
3052,3052,2025-08-26,Second Class,27.38
3053,3053,2024-10-29,Second Class,9.26
3054,3054,2026-05-10,Same Day,43.56
3055,3055,2025-06-14,Standard,24.52
3056,3056,2025-09-18,Same Day,25.59
3057,3057,2025-05-28,Second Class,34.52
3058,3058,2025-07-23,Second Class,49.02
3059,3059,2026-02-10,Second Class,37.52
3060,3060,2026-03-10,Standard,36.22
3061,3061,2026-04-05,Same Day,35.48
3062,3062,2024-06-18,First Class,36.59
3063,3063,2026-02-26,Standard,11.16
3064,3064,2026-01-17,Same Day,35.96
3065,3065,2024-11-26,Same Day,28.42
3066,3066,2024-06-22,Standard,16.32
3067,3067,2024-06-23,Second Class,13.36
3068,3068,2026-01-26,Second Class,21.75
3069,3069,2024-06-24,Second Class,46.69
3070,3070,2025-11-28,Second Class,42.25
3071,3071,2025-12-03,First Class,46.87
3072,3072,2025-08-22,Same Day,46.54
3073,3073,2025-10-11,Same Day,35.89
3074,3074,2025-04-20,First Class,18.21
3075,3075,2025-09-30,Second Class,16.58
3076,3076,2025-04-04,First Class,41.96
3077,3077,2026-04-10,Second Class,21.19
3078,3078,2024-09-02,First Class,31.31
3079,3079,2024-07-01,First Class,32.89
3080,3080,2024-07-10,Standard,45.65
3081,3081,2026-04-14,Second Class,48.39
3082,3082,2024-11-11,Same Day,33.69
3083,3083,2026-02-22,Standard,5.53
3084,3084,2026-03-31,Same Day,22.81
3085,3085,2026-04-11,Same Day,44.14
3086,3086,2024-08-17,Second Class,7.72
3087,3087,2025-02-03,Second Class,15.73
3088,3088,2025-07-18,Second Class,46.83
3089,3089,2026-04-14,Second Class,17.81
3090,3090,2024-06-15,Same Day,27.15
3091,3091,2025-02-12,Same Day,8.27
3092,3092,2025-10-30,Standard,27.78
3093,3093,2024-06-05,First Class,36.75
3094,3094,2025-01-18,Second Class,5.23
3095,3095,2025-05-28,Second Class,45.5
3096,3096,2025-11-14,First Class,40.8
3097,3097,2025-11-12,Standard,28.52
3098,3098,2024-12-19,Standard,27.03
3099,3099,2024-07-05,Same Day,6.07
3100,3100,2025-07-19,First Class,18.07
3101,3101,2026-03-30,First Class,8.28
3102,3102,2025-05-16,Second Class,5.6
3103,3103,2025-01-01,Second Class,29.18
3104,3104,2025-09-11,Second Class,33.86
3105,3105,2026-03-23,First Class,46.95
3106,3106,2025-10-25,First Class,6.58
3107,3107,2024-06-13,First Class,23.39
3108,3108,2025-06-12,Standard,26.08
3109,3109,2025-04-02,Second Class,32.13
3110,3110,2024-11-08,First Class,25.17
3111,3111,2025-04-02,Standard,22.44
3112,3112,2025-08-03,First Class,9.01
3113,3113,2026-04-20,First Class,8.63
3114,3114,2026-05-14,Second Class,42.61
3115,3115,2024-12-10,Second Class,42.37
3116,3116,2024-12-31,Standard,20.48
3117,3117,2025-06-21,Second Class,31.56
3118,3118,2026-03-12,Standard,47.34
3119,3119,2024-08-07,Same Day,22.15
3120,3120,2026-03-28,Second Class,5.88
3121,3121,2025-07-10,Same Day,45.61
3122,3122,2024-08-27,Standard,47.96
3123,3123,2025-09-19,Same Day,15.95
3124,3124,2025-04-19,Standard,33.37
3125,3125,2025-10-09,Same Day,34.63
3126,3126,2025-10-23,First Class,42.32
3127,3127,2025-04-23,Second Class,15.88
3128,3128,2026-04-30,Second Class,46.55
3129,3129,2025-08-02,Same Day,18.46
3130,3130,2025-12-27,Standard,5.45
3131,3131,2024-06-06,Standard,36.56
3132,3132,2025-03-26,Same Day,43.2
3133,3133,2025-08-19,First Class,42.12
